Branch,Semester,Subject Name,Syllabus PDF Link
Computer Technology,First Year First Semester,311302-BASIC MATHEMATICS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311302-BASIC_MATHEMATICS_210923.pdf
Computer Technology,First Year First Semester,311305-BASIC SCIENCE,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311305-BASIC_SCIENCE_210923.pdf
Computer Technology,First Year First Semester,311303-COMMUNICATION SKILLS (ENGLISH),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311303-COMMUNICATION_SKILLS_(ENGLISH)_210923.pdf
Computer Technology,First Year First Semester,311008-ENGINEERING GRAPHICS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311008-ENGINEERING_GRAPHICS_210923.pdf
Computer Technology,First Year First Semester,311002-ENGINEERING WORKSHOP PRACTICE,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311002-ENGINEERING_WORKSHOP_PRACTICE_210923.pdf
Computer Technology,First Year First Semester,311001-FUNDAMENTALS OF ICT,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311001-FUNDAMENTALS_OF_ICT_210923.pdf
Computer Technology,First Year First Semester,311003-YOGA AND MEDITATION,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311003-YOGA_AND_MEDITATION_210923.pdf
Computer Technology,First Year Second Semester,312001-LINUX BASICS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312001-LINUX_BASICS_271223.pdf
Computer Technology,First Year Second Semester,312002-PROFESSIONAL COMMUNICATION,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312002-PROFESSIONAL_COMMUNICATION_271223.pdf
Computer Technology,First Year Second Semester,312003-SOCIAL AND LIFE SKILLS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312003-SOCIAL_AND_LIFE_SKILLS_271223.pdf
Computer Technology,First Year Second Semester,312004-WEB PAGE DESIGNING,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312004-WEB_PAGE_DESIGNING_271223.pdf
Computer Technology,First Year Second Semester,312301-APPLIED MATHEMATICS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312301-APPLIED_MATHEMATICS_271223.pdf
Computer Technology,First Year Second Semester,312302-BASIC ELECTRICAL AND ELECTRONICS ENGINEERING,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312302-BASIC_ELECTRICAL_AND_ELECTRONICS_ENGINEERING_271223.pdf
Computer Technology,First Year Second Semester,312303-PROGRAMMING IN C,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312303-PROGRAMMING_IN_C_271223.pdf
Computer Technology,Second Year Third Semester,313301 - DATA STRUCTURE USING C,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313301-DATA_STRUCTURE_USING_C_030724.pdf
Computer Technology,Second Year Third Semester,313302 - DATABASE MANAGEMENT SYSTEM,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313302-DATABASE_MANAGEMENT_SYSTEM_030724.pdf
Computer Technology,Second Year Third Semester,313303 - DIGITAL TECHNIQUES,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313303-DIGITAL_TECHNIQUES_030724.pdf
Computer Technology,Second Year Third Semester,313304 - OBJECT ORIENTED PROGRAMMING USING C++,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313304-OBJECT_ORIENTED_PROGRAMMING_USING_C++_030724.pdf
Computer Technology,Second Year Third Semester,313001 - COMPUTER GRAPHICS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313001-COMPUTER_GRAPHICS_030724.pdf
Computer Technology,Second Year Third Semester,313002 - ESSENCE OF INDIAN CONSTITUTION,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313002-ESSENCE_OF_INDIAN_CONSTITUTION_030724.pdf
Computer Technology,Second Year Fourth Semester,314301 - ENVIRONMENTAL EDUCATION AND SUSTAINABILITY,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/314301-ENVIRONMENTAL_EDUCATION_AND_SUSTAINABILITY_281124.pdf
Computer Technology,Second Year Fourth Semester,314317 - JAVA PROGRAMMING,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/314317-JAVA_PROGRAMMING_281124.pdf
Computer Technology,Second Year Fourth Semester,314318 - DATA COMMUNICATION AND COMPUTER NETWORK,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/314318-DATA_COMMUNICATION_AND_COMPUTER_NETWORK_281124.pdf
Computer Technology,Second Year Fourth Semester,314321 - MICROPROCESSOR PROGRAMMING,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/314321-MICROPROCESSOR_PROGRAMMING_281124.pdf
Computer Technology,Second Year Fourth Semester,314004 - PYTHON PROGRAMMING,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/314004-PYTHON_PROGRAMMING_281124.pdf
Computer Technology,Second Year Fourth Semester,314005 - UI UX DESIGN,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/314005-UI_UX_DESIGN_281124.pdf
Computer Technology,Third Year Fifth Semester,315319-OPERATING SYSTEM,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315319-OPERATING_SYSTEM_120625.pdf
Computer Technology,Third Year Fifth Semester,315323-SOFTWARE ENGINEERING,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315323-SOFTWARE_ENGINEERING_120625.pdf
Computer Technology,Third Year Fifth Semester,315002-ENTREPRENEURSHIP DEVELOPMENT AND STARTUPS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315002-ENTREPRENEURSHIP_DEVELOPMENT_AND_STARTUPS_120625.pdf
Computer Technology,Third Year Fifth Semester,315003-SEMINAR AND PROJECT INITIATION COURSE,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315003-SEMINAR_AND_PROJECT_INITIATION_COURSE_120625.pdf
Computer Technology,Third Year Fifth Semester,315004-INTERNSHIP 12 WEEKS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315004-INTERNSHIP12_WEEKS_120625.pdf
Computer Technology,Third Year Fifth Semester,315321-ADVANCE COMPUTER NETWORK (Elective),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315321-ADVANCE_COMPUTER_NETWORK_120625.pdf
Computer Technology,Third Year Fifth Semester,315325-CLOUD COMPUTING (Elective),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315325-CLOUD_COMPUTING_120625.pdf
Computer Technology,Third Year Fifth Semester,315326-DATA ANALYTICS (Elective),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315326-DATA_ANALYTICS_120625.pdf
Computer Technology,Third Year Sixth Semester,315301 - MANAGEMENT,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315301-MANAGEMENT_090925.pdf
Computer Technology,Third Year Sixth Semester,316313-EMERGING TRENDS IN COMPUTER ENGINEERING AND INFORMATION TECHNOLOGY,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316313-EMERGING_TRENDS_IN_COMPUTER_ENGINEERING_AND_INFORMATION_TECHNOLOGY_090925.pdf
Computer Technology,Third Year Sixth Semester,316314-SOFTWARE TESTING,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316314-SOFTWARE_TESTING_090925.pdf
Computer Technology,Third Year Sixth Semester,316005-CLIENT SIDE SCRIPTING,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316005-CLIENT_SIDE_SCRIPTING_090925.pdf
Computer Technology,Third Year Sixth Semester,316006-MOBILE APPLICATION DEVELOPMENT,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316006-MOBILE_APPLICATION_DEVELOPMENT_090925.pdf
Computer Technology,Third Year Sixth Semester,316004-CAPSTONE PROJECT,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316004-CAPSTONE_PROJECT_090925.pdf
Computer Technology,Third Year Sixth Semester,316315-DIGITAL FORENSIC AND HACKING TECHNIQUES (Elective),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316315-DIGITAL_FORENSIC_AND_HACKING_TECHNIQUES_090925.pdf
Computer Technology,Third Year Sixth Semester,316316-MACHINE LEARNING (Elective),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316316-MACHINE_LEARNING_090925.pdf
Computer Technology,Third Year Sixth Semester,316317-NETWORK AND INFORMATION SECURITY (Elective),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316317-NETWORK_AND_INFORMATION_SECURITY_090925.pdf
Electronics and Telecommunication,First Year First Semester,311302-BASIC MATHEMATICS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311302-BASIC_MATHEMATICS_210923.pdf
Electronics and Telecommunication,First Year First Semester,311305-BASIC SCIENCE,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311305-BASIC_SCIENCE_210923.pdf
Electronics and Telecommunication,First Year First Semester,311303-COMMUNICATION SKILLS (ENGLISH),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311303-COMMUNICATION_SKILLS_(ENGLISH)_210923.pdf
Electronics and Telecommunication,First Year First Semester,311008-ENGINEERING GRAPHICS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311008-ENGINEERING_GRAPHICS_210923.pdf
Electronics and Telecommunication,First Year First Semester,311007-ENGINEERING WORKSHOP PRACTICE,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311007-ENGINEERING_WORKSHOP_PRACTICE_210923.pdf
Electronics and Telecommunication,First Year First Semester,311001-FUNDAMENTALS OF ICT,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311001-FUNDAMENTALS_OF_ICT_210923.pdf
Electronics and Telecommunication,First Year First Semester,311003-YOGA AND MEDITATION,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311003-YOGA_AND_MEDITATION_210923.pdf
Electronics and Telecommunication,First Year Second Semester,312002-PROFESSIONAL COMMUNICATION,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312002-PROFESSIONAL_COMMUNICATION_271223.pdf
Electronics and Telecommunication,First Year Second Semester,312003-SOCIAL AND LIFE SKILLS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312003-SOCIAL_AND_LIFE_SKILLS_271223.pdf
Electronics and Telecommunication,First Year Second Semester,312008-ELECTRONICS WORKSHOP PRACTICE,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312008-ELECTRONICS_WORKSHOP_PRACTICE_271223.pdf
Electronics and Telecommunication,First Year Second Semester,312009-PROGRAMMING IN C LANGUAGE,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312009-PROGRAMMING_IN_C_LANGUAGE_271223.pdf
Electronics and Telecommunication,First Year Second Semester,312301-APPLIED MATHEMATICS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312301-APPLIED_MATHEMATICS_271223.pdf
Electronics and Telecommunication,First Year Second Semester,312314-BASIC ELECTRONICS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312314-BASIC_ELECTRONICS_271223.pdf
Electronics and Telecommunication,First Year Second Semester,312315-ELEMENTS OF ELECTRICAL ENGINEERING,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312315-ELEMENTS_OF_ELECTRICAL_ENGINEERING_271223.pdf
Electronics and Telecommunication,First Year Second Semester,312316-ELECTRONIC MATERIALS AND COMPONENTS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312316-ELECTRONIC_MATERIALS_AND_COMPONENTS_271223.pdf
Electronics and Telecommunication,Second Year Third Semester,313303 - DIGITAL TECHNIQUES,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313303-DIGITAL_TECHNIQUES_030724.pdf
Electronics and Telecommunication,Second Year Third Semester,313324 - ANALOG ELECTRONICS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313324-ANALOG_ELECTRONICS_030724.pdf
Electronics and Telecommunication,Second Year Third Semester,313325 - CIRCUITS & NETWORKS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313325-CIRCUITS_NETWORKS_030724.pdf
Electronics and Telecommunication,Second Year Third Semester,313326 - PRINCIPLES OF ELECTRONIC COMMUNICATION,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313326-PRINCIPLES_OF_ELECTRONIC_COMMUNICATION_030724.pdf
Electronics and Telecommunication,Second Year Third Semester,313002 - ESSENCE OF INDIAN CONSTITUTION,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313002-ESSENCE_OF_INDIAN_CONSTITUTION_030724.pdf
Electronics and Telecommunication,Second Year Third Semester,313011 - BASIC PYTHON PROGRAMMING,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313011-BASIC_PYTHON_PROGRAMMING_030724.pdf
Electronics and Telecommunication,Second Year Third Semester,313012 - ELECTRONIC MEASUREMENTS & INSTRUMENTATION,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313012-ELECTRONIC_MEASUREMENTS_INSTRUMENTATION_030724.pdf
Electronics and Telecommunication,Second Year Fourth Semester,314301 - ENVIRONMENTAL EDUCATION AND SUSTAINABILITY,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/314301-ENVIRONMENTAL_EDUCATION_AND_SUSTAINABILITY_281124.pdf
Electronics and Telecommunication,Second Year Fourth Semester,314326 - DIGITAL COMMUNICATION SYSTEMS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/314326-DIGITAL_COMMUNICATION_SYSTEMS_281124.pdf
Electronics and Telecommunication,Second Year Fourth Semester,314327 - CONSUMER ELECTRONIC SYSTEMS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/314327-CONSUMER_ELECTRONIC_SYSTEMS_281124.pdf
Electronics and Telecommunication,Second Year Fourth Semester,314328 - MICROCONTROLLER & APPLICATIONS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/314328-MICROCONTROLLER_and_APPLICATIONS_281124.pdf
Electronics and Telecommunication,Second Year Fourth Semester,314363 - BASIC POWER ELECTRONICS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/314363-BASIC_POWER_ELECTRONICS_030125.pdf
Electronics and Telecommunication,Second Year Fourth Semester,314009 - ELECTRONIC EQUIPMENT MAINTENANCE & SIMULATION,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/314009-ELECTRONIC_EQUIPMENT_MAINTENANCE_and_SIMULATION_281124.pdf
Electronics and Telecommunication,Third Year Fifth Semester,315338- EMBEDDED SYSTEM,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315338-EMBEDDED_SYSTEM_090625.pdf
Electronics and Telecommunication,Third Year Fifth Semester,315339- MOBILE & WIRELESS COMMUNICATION,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315339-MOBILE_and_WIRELESS_COMMUNICATION_090625.pdf
Electronics and Telecommunication,Third Year Fifth Semester,315002- ENTREPRENEURSHIP DEVELOPMENT AND STARTUPS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315002-ENTREPRENEURSHIP_DEVELOPMENT_AND_STARTUPS_090625.pdf
Electronics and Telecommunication,Third Year Fifth Semester,315003- SEMINAR AND PROJECT INITIATION COURSE,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315003-SEMINAR_AND_PROJECT_INITIATION_COURSE_090625.pdf
Electronics and Telecommunication,Third Year Fifth Semester,315004- INTERNSHIP (12 WEEKS),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315004-INTERNSHIP12_WEEKS_090625.pdf
Electronics and Telecommunication,Third Year Fifth Semester,315340- ADVANCE POWER ELECTRONICS (Elective),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315340-ADVANCE_POWER_ELECTRONICS_090625.pdf
Electronics and Telecommunication,Third Year Fifth Semester,315341- IOT APPLICATIONS (Elective),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315341-IOT_APPLICATIONS_090625.pdf
Electronics and Telecommunication,Third Year Fifth Semester,315342- MICROWAVE ENGINEERING & RADAR SYSTEM (Elective),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315342-MICROWAVE_ENGINEERING_and_RADAR_SYSTEM_090625.pdf
Electronics and Telecommunication,Third Year Sixth Semester,315301 - MANAGEMENT,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315301-MANAGEMENT_080925.pdf
Electronics and Telecommunication,Third Year Sixth Semester,316337 - EMERGING TRENDS IN ELECTRONICS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316337-EMERGING_TRENDS_IN_ELECTRONICS_080925.pdf
Electronics and Telecommunication,Third Year Sixth Semester,316332 - OPTICAL NETWORK AND SATELLITE COMMUNICATION,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316332-OPTICAL_NETWORK_AND_SATELLITE_COMMUNICATION_080925.pdf
Electronics and Telecommunication,Third Year Sixth Semester,316338 - COMPUTER NETWORK & DATA COMMUNICATION,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316338-COMPUTER_NETWORK__DATA_COMMUNICATION_080925.pdf
Electronics and Telecommunication,Third Year Sixth Semester,316004 - CAPSTONE PROJECT,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316004-CAPSTONE_PROJECT_080925.pdf
Electronics and Telecommunication,Third Year Sixth Semester,316334 - AUTOMATION & PLC (Elective),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316334-AUTOMATION__PLC_080925.pdf
Electronics and Telecommunication,Third Year Sixth Semester,316335 - DRONE TECHNOLOGY (Elective),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316335-DRONE_TECHNOLOGY_080925.pdf
Electronics and Telecommunication,Third Year Sixth Semester,316340 - VLSI APPLICATIONS (Elective),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316340-VLSI_APPLICATIONS_080925.pdf
Information Technology,First Year First Semester,311302-BASIC MATHEMATICS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311302-BASIC_MATHEMATICS_210923.pdf
Information Technology,First Year First Semester,311305-BASIC SCIENCE,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311305-BASIC_SCIENCE_210923.pdf
Information Technology,First Year First Semester,311303-COMMUNICATION SKILLS (ENGLISH),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311303-COMMUNICATION_SKILLS_(ENGLISH)_210923.pdf
Information Technology,First Year First Semester,311008-ENGINEERING GRAPHICS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311008-ENGINEERING_GRAPHICS_210923.pdf
Information Technology,First Year First Semester,311002 - ENGINEERING WORKSHOP PRACTICE,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311002-ENGINEERING_WORKSHOP_PRACTICE_210923.pdf
Information Technology,First Year First Semester,311001-FUNDAMENTALS OF ICT,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311001-FUNDAMENTALS_OF_ICT_210923.pdf
Information Technology,First Year First Semester,311003-YOGA AND MEDITATION,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/311003-YOGA_AND_MEDITATION_210923.pdf
Information Technology,First Year Second Semester,312001-LINUX BASICS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312001-LINUX_BASICS_271223.pdf
Information Technology,First Year Second Semester,312002-PROFESSIONAL COMMUNICATION,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312002-PROFESSIONAL_COMMUNICATION_271223.pdf
Information Technology,First Year Second Semester,312003-SOCIAL AND LIFE SKILLS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312003-SOCIAL_AND_LIFE_SKILLS_271223.pdf
Information Technology,First Year Second Semester,312004-WEB PAGE DESIGNING,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312004-WEB_PAGE_DESIGNING_271223.pdf
Information Technology,First Year Second Semester,312301-APPLIED MATHEMATICS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312301-APPLIED_MATHEMATICS_271223.pdf
Information Technology,First Year Second Semester,312302-BASIC ELECTRICAL AND ELECTRONICS ENGINEERING,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312302-BASIC_ELECTRICAL_AND_ELECTRONICS_ENGINEERING_271223.pdf
Information Technology,First Year Second Semester,312303-PROGRAMMING IN C,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/312303-PROGRAMMING_IN_C_271223.pdf
Information Technology,Second Year Third Semester,313301 - DATA STRUCTURE USING C,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313301-DATA_STRUCTURE_USING_C_030724.pdf
Information Technology,Second Year Third Semester,313302 - DATABASE MANAGEMENT SYSTEM,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313302-DATABASE_MANAGEMENT_SYSTEM_030724.pdf
Information Technology,Second Year Third Semester,313304 - OBJECT ORIENTED PROGRAMMING USING C++,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313304-OBJECT_ORIENTED_PROGRAMMING_USING_CPP_030724.pdf
Information Technology,Second Year Third Semester,313305 - DIGITAL TECHNIQUES AND MICROPROCESSORS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313305-DIGITAL_TECHNIQUES_AND_MICROPROCESSORS_030724.pdf
Information Technology,Second Year Third Semester,313002 - ESSENCE OF INDIAN CONSTITUTION,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313002-ESSENCE_OF_INDIAN_CONSTITUTION_030724.pdf
Information Technology,Second Year Third Semester,313003 - APPLIED MULTIMEDIA TECHNIQUES,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/313003-APPLIED_MULTIMEDIA_TECHNIQUES_030724.pdf
Information Technology,Second Year Fourth Semester,314301 - ENVIRONMENTAL EDUCATION AND SUSTAINABILITY,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/314301-ENVIRONMENTAL_EDUCATION_AND_SUSTAINABILITY_291124.pdf
Information Technology,Second Year Fourth Semester,314317 - JAVA PROGRAMMING,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/314317-JAVA_PROGRAMMING_291124.pdf
Information Technology,Second Year Fourth Semester,314318 - DATA COMMUNICATION AND COMPUTER NETWORK,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/314318-DATA_COMMUNICATION_AND_COMPUTER_NETWORK_291124.pdf
Information Technology,Second Year Fourth Semester,314319 - INFORMATION SECURITY,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/314319-INFORMATION_SECURITY_291124.pdf
Information Technology,Second Year Fourth Semester,314004 - PYTHON PROGRAMMING,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/314004-PYTHON_PROGRAMMING_291124.pdf
Information Technology,Second Year Fourth Semester,314006 - INTERNET OF THINGS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/314006-INTERNET_OF_THINGS_291124.pdf
Information Technology,Third Year Fifth Semester,315319- OPERATING SYSTEM,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315319-OPERATING_SYSTEM_120625.pdf
Information Technology,Third Year Fifth Semester,315332- SOFTWARE ENGINEERING AND TESTING,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315332-SOFTWARE_ENGINEERING_AND_TESTING_120625.pdf
Information Technology,Third Year Fifth Semester,315002- ENTREPRENEURSHIP DEVELOPMENT AND STARTUPS,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315002-ENTREPRENEURSHIP_DEVELOPMENT_AND_STARTUPS_120625.pdf
Information Technology,Third Year Fifth Semester,315003- SEMINAR AND PROJECT INITIATION COURSE,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315003-SEMINAR_AND_PROJECT_INITIATION_COURSE_120625.pdf
Information Technology,Third Year Fifth Semester,315004- INTERNSHIP (12 WEEKS),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315004-INTERNSHIP12_WEEKS_120625.pdf
Information Technology,Third Year Fifth Semester,315321 - ADVANCE COMPUTER NETWORK (Elective),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315321-ADVANCE_COMPUTER_NETWORK_120625.pdf
Information Technology,Third Year Fifth Semester,315324 - ADVANCE DATABASE MANAGEMENT (Elective),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315324-ADVANCE_DATABASE_MANAGEMENT_130625.pdf
Information Technology,Third Year Fifth Semester,315326 - DATA ANALYTICS (Elective),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315326-DATA_ANALYTICS_120625.pdf
Information Technology,Third Year Sixth Semester,315301 - MANAGEMENT,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/315301-MANAGEMENT_it_090925.pdf
Information Technology,Third Year Sixth Semester,316313-EMERGING TRENDS IN COMPUTER ENGINEERING AND INFORMATION TECHNOLOGY,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316313-EMERGING_TRENDS_IN_COMPUTER_ENGINEERING_AND_INFORMATION_TECHNOLOGY_it_090925.pdf
Information Technology,Third Year Sixth Semester,316325-WIRELESS AND MOBILE NETWORK,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316325-WIRELESS_AND_MOBILE_NETWORK_it_090925.pdf
Information Technology,Third Year Sixth Semester,316005-CLIENT SIDE SCRIPTING,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316005-CLIENT_SIDE_SCRIPTING_it_090925.pdf
Information Technology,Third Year Sixth Semester,316006-MOBILE APPLICATION DEVELOPMENT,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316006-MOBILE_APPLICATION_DEVELOPMENT_it_090925.pdf
Information Technology,Third Year Sixth Semester,316004-CAPSTONE PROJECT,http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316004-CAPSTONE_PROJECT_it_090925.pdf
Information Technology,Third Year Sixth Semester,316315-DIGITAL FORENSIC AND HACKING TECHNIQUES (Elective),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316315-DIGITAL_FORENSIC_AND_HACKING_TECHNIQUES_it_090925.pdf
Information Technology,Third Year Sixth Semester,316316-MACHINE LEARNING (Elective),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316316-MACHINE_LEARNING_it_090925.pdf
Information Technology,Third Year Sixth Semester,316321-DATA WAREHOUSING WITH MINING TECHNIQUES (Elective),http://bvcoelp.bharatividyapeeth.edu/iotmumbai/media/pdf/316321-DATA_WAREHOUSING_WITH_MINING_TECHNIQUES_it_090925.pdf
